DEPARTAMENTO,MES,Numero Eventos Reportados,SISTEMAS AFECTADOS,SEXO FEMENINO,SEXO MASCULINO,SEXO SIN ESPECIFICAR,CASOS NO SERIOS,CASOS SERIOS,EVENTO CLASIFICADO COMO FALLO TERAPEUTICO (FT),EVENTO CLASIFICADO COMO REACCION ADVERSA A MEDICAMENTO (RAM),EVENTO CLASIFICADO COMO PROBLEMA DE CALIDAD (PC),EVENTO CLASIFICADO COMO ERROR DE MEDICACIÓN (EM),EVENTO CLASIFICADO COMO EVENTO SUPUESTAMENTE ATRIBUIBLE A LA VACUNACIÓN (ESAVI)
ATLÁNTICO,MARZO DE 2021,550,NEOPLASMASTRASTORNOS AUDITIVOS Y VESTIBULARESTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA REPRODUCCION VARONESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE OTROS SENTIDOS ESPECIALESTRASTORNOS DEL COLAGENOTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS ESPECIFICOS A VENENOSVOCABLOS SECUNDARIOS EVENTOS,2628,1781,74,364,185,9,518,3,24,0
BOGOTÁ D C,MARZO DE 2021,4484,NEOPLASMASTRASTORNOS AUDITIVOS Y VESTIBULARESTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA REPRODUCCION VARONESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE LOS LEUCOCITOS Y DE LA VSETRASTORNOS DE OTROS SENTIDOS ESPECIALESTRASTORNOS DEL COLAGENOTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS ENDOCRINOSTRASTORNOS FETALESTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS ESPECIFICOS A VENENOSVOCABLOS SECUNDARIOS EVENTOS,147,109,1,3260,1224,271,3841,54,359,49
BOLÍVAR,MARZO DE 2021,258,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE LOS LEUCOCITOS Y DE LA VSETRASTORNOS DE OTROS SENTIDOS ESPECIALESTRASTORNOS DEL COLAGENOTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS ENDOCRINOSTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,44,35,0,191,66,1,232,3,21,0
BOYACÁ,MARZO DE 2021,79,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,149,115,0,55,23,3,12,0,4,0
CALDAS,MARZO DE 2021,265,TRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,10,17,0,227,37,11,233,0,20,0
CAQUETÁ,MARZO DE 2021,28,TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS VASCULARES EXTRACARDIACOS,17,18,0,16,11,0,27,0,0,0
CASANARE,MARZO DE 2021,36,TRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,74,60,2,28,7,0,33,2,1,0
CAUCA,MARZO DE 2021,137,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE LOS LEUCOCITOS Y DE LA VSETRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS FETALESTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,77,36,0,104,32,3,130,0,2,1
CESAR,MARZO DE 2021,114,TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION VARONESTRASTORNOS DE LA VISIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,2,5,0,87,26,1,111,1,1,0
CHOCÓ,MARZO DE 2021,8,TRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOS,88,46,0,5,2,0,7,0,0,0
CÓRDOBA,MARZO DE 2021,135,TRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA REPRODUCCION VARONESTRASTORNOS DE LA VISIONTRASTORNOS DEL COLAGENOTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,159,125,0,86,48,1,113,0,15,5
CUNDINAMARCA,MARZO DE 2021,285,TRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE OTROS SENTIDOS ESPECIALESTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,1,0,0,215,69,6,251,0,28,1
GUAINÍA,MARZO DE 2021,1,TRASTORNOS DEL SISTEMA MUSCULO ESQUELETAL,7,2,0,1,0,0,1,0,0,0
GUAVIARE,MARZO DE 2021,10,TRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOS,78,77,0,8,1,0,9,0,0,0
HUILA,MARZO DE 2021,156,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA VISIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE OTROS SENTIDOS ESPECIALESTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS ENDOCRINOSTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,17,13,0,109,46,6,136,3,4,8
LA GUAJIRA,MARZO DE 2021,31,TRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LOS LEUCOCITOS Y DE LA VSETRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS,82,38,0,21,9,2,28,0,0,0
MAGDALENA,MARZO DE 2021,121,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA VISIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE OTROS SENTIDOS ESPECIALESTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS ENDOCRINOSTRASTORNOS FETALESTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,27,22,0,94,26,3,112,0,4,1
META,MARZO DE 2021,50,TRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,86,96,0,41,8,1,42,0,7,0
NARIÑO,MARZO DE 2021,183,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION VARONESTRASTORNOS DE LA VISIONTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS ENDOCRINOSTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,85,54,0,138,44,3,140,0,41,0
NORTE DE SANTANDER,MARZO DE 2021,140,TRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA VISIONTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS FETALESTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,2,2,0,126,13,3,86,0,40,12
PUTUMAYO,MARZO DE 2021,5,TRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS GENERALES DE TODO EL ORGANISMOVOCABLOS SECUNDARIOS EVENTOS,91,49,0,4,0,0,3,0,1,0
QUINDIO,MARZO DE 2021,141,TRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS ENDOCRINOSTRASTORNOS FETALESTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSVOCABLOS ESPECIFICOS A VENENOSVOCABLOS SECUNDARIOS EVENTOS,224,124,1,97,43,3,130,0,9,0
SANTANDER,MARZO DE 2021,366,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE LOS LEUCOCITOS Y DE LA VSETRASTORNOS DEL COLAGENOTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS FETALESTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS ESPECIFICOS A VENENOSVOCABLOS SECUNDARIOS EVENTOS,493,413,8,272,93,6,335,1,24,0
SIN INFORMACIÓN,MARZO DE 2021,915,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS AUDITIVOS Y VESTIBULARESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION MUJERESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE LOS LEUCOCITOS Y DE LA VSETRASTORNOS DE OTROS SENTIDOS ESPECIALESTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS ENDOCRINOSTRASTORNOS FETALESTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,34,26,0,572,342,21,762,5,95,34
SUCRE,MARZO DE 2021,61,NEOPLASMASTRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE OTROS SENTIDOS ESPECIALESTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS FETALESTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS PSIQUIATRICOSVOCABLOS SECUNDARIOS EVENTOS,129,111,13,48,12,3,48,0,9,0
TOLIMA,MARZO DE 2021,254,TRASTORNOS CARDIOVASCULARES GENERALESTRASTORNOS DE LA FRECUENCIA Y RITMO CARDIACOSTRASTORNOS DE LA PIEL Y APENDICESTRASTORNOS DE LA REPRODUCCION VARONESTRASTORNOS DE LA VISIONTRASTORNOS DE LAS PLAQUETAS HEMORRAGIAS Y COAGULACIONTRASTORNOS DE LOS ERITROCITOSTRASTORNOS DE LOS LEUCOCITOS Y DE LA VSETRASTORNOS DEL COLAGENOTRASTORNOS DEL MECANISMO DE RESISTENCIATRASTORNOS DEL METABOLISMO Y NUTRICIONTRASTORNOS DEL SISTEMA GASTROINTESTINALTRASTORNOS DEL SISTEMA HEPATICO Y BILIARTRASTORNOS DEL SISTEMA MUSCULO ESQUELETALTRASTORNOS DEL SISTEMA NERVIOSO CENTRAL Y PERIFERICOTRASTORNOS DEL SISTEMA NERVIOSO VEGETATIVOTRASTORNOS DEL SISTEMA RESPIRATORIOTRASTORNOS DEL SISTEMA URINARIOTRASTORNOS EN EL PUNTO DE APLICACIONTRASTORNOS ENDOCRINOSTRASTORNOS GENERALES DE TODO EL ORGANISMOTRASTORNOS MIO ENDO PERICARDICOS Y VALVULARESTRASTORNOS PSIQUIATRICOSTRASTORNOS VASCULARES EXTRACARDIACOS VOCABLOS SECUNDARIOS EVENTOS,835,427,3,204,49,14,215,1,18,6
